Char,Freq
дк,0.06739049045301385
дл,0.05990265818045675
дм,0.029951329090228376
дн,0.09734181954324223
до,0.793710220891052
дп,0.05990265818045675
др,0.15724447772369898
дс,0.037439161362785474
дт,0.007487832272557094
ду,0.32946461999251214
дх,0.014975664545114188
дц,0.007487832272557094
дч,0.037439161362785474
дь,0.08236615499812804
дю,0.007487832272557094
дя,0.08985398727068514
ді,0.32946461999251214
еа,0.05990265818045675
еб,0.10482965181579933
ев,0.1347809809060277
ег,0.029951329090228376
ед,0.1347809809060277
еж,0.08985398727068514
ез,0.1422688131785848
ей,0.09734181954324223
ек,0.1198053163609135
ел,0.7263197304380382
ем,0.20217147135904154
ен,0.711344065892924
ео,0.022463496817671284
еп,0.08985398727068514
ер,0.9060277049794084
ес,0.2545862972669412
ет,0.20217147135904154
еф,0.4193186072631973
ех,0.014975664545114188
ец,0.06739049045301385
еч,0.08236615499812804
ещ,0.014975664545114188
ею,0.05241482590789966
еї,0.029951329090228376
жа,0.1272931486334706
жб,0.014975664545114188
жд,0.022463496817671284
же,0.20965930363159865
жж,0.029951329090228376
жи,0.16473230999625607
жк,0.014975664545114188
жл,0.022463496817671284
жн,0.08985398727068514
жо,0.007487832272557094
жу,0.1272931486334706
жч,0.007487832272557094
жя,0.029951329090228376
жі,0.05990265818045675
за,0.8086858854361662
зб,0.029951329090228376
зв,0.10482965181579933
зг,0.04492699363534257
зд,0.08236615499812804
зе,0.07487832272557095
зи,0.04492699363534257
зк,0.029951329090228376
зл,0.06739049045301385
зм,0.10482965181579933
зн,0.2845376263571696
зо,0.07487832272557095
зп,0.1497566454511419
зр,0.029951329090228376
зс,0.007487832272557094
зт,0.007487832272557094
зу,0.23212280044926994
зх,0.007487832272557094
зь,0.007487832272557094
зя,0.05241482590789966
зі,0.1198053163609135
иб,0.06739049045301385
ив,0.38187944590041184
иг,0.037439161362785474
ид,0.022463496817671284
иж,0.014975664545114188
из,0.05990265818045675
ий,0.4417821040808686
ик,0.3669037813552976
ил,0.20965930363159865
им,0.32946461999251214
ин,0.6140022463496817
ип,0.022463496817671284
ир,0.19468363908648445
ис,0.35941594908274055
ит,0.9883938599775365
иу,0.007487832272557094
их,0.24709846499438412
иц,0.1272931486334706
ич,0.05241482590789966
иш,0.1198053163609135
ищ,0.007487832272557094
ию,0.007487832272557094
ия,0.09734181954324223
иє,0.014975664545114188
иї,0.014975664545114188
йб,0.007487832272557094
йд,0.022463496817671284
йк,0.007487832272557094
йм,0.037439161362785474
йн,0.05990265818045675
йо,0.41183077499064025
йп,0.007487832272557094
йс,0.014975664545114188
йт,0.037439161362785474
йш,0.037439161362785474
ка,0.636465743167353
кв,0.007487832272557094
ке,0.07487832272557095
ки,0.38187944590041184
кл,0.1347809809060277
кн,0.022463496817671284
ко,0.7487832272557094
кр,0.15724447772369898
кт,0.08236615499812804
ку,0.2770497940846125
кч,0.007487832272557094
кщ,0.014975664545114188
кі,0.20965930363159865
ла,0.5690752527143392
лб,0.007487832272557094
ле,0.5241482590789966
ли,0.7263197304380382
лк,0.007487832272557094
ло,0.7712467240733808
лу,0.1347809809060277
ль,0.554099588169225
лю,0.2545862972669412
ля,0.49419692998876824
лі,0.2770497940846125
ма,0.6739049045301385
ме,0.636465743167353
ми,0.3669037813552976
мк,0.007487832272557094
мл,0.05241482590789966
мн,0.08236615499812804
мо,0.43429427180831154
мп,0.07487832272557095
мр,0.022463496817671284
мс,0.014975664545114188
му,0.4417821040808686
мя,0.037439161362785474
мі,0.38187944590041184
на,1.5574691126918756
нг,0.037439161362785474
нд,0.04492699363534257
не,0.8386372145263946
ни,0.8760763758891801
нк,0.1422688131785848
нн,0.35941594908274055
но,0.6888805690752526
нс,0.029951329090228376
нт,0.08985398727068514
ну,0.3444402845376263
нц,0.037439161362785474
нч,0.007487832272557094
нш,0.029951329090228376
нь,0.17222014226881316
ню,0.08236615499812804
ня,0.43429427180831154
нє,0.007487832272557094
ні,0.4417821040808686
об,0.41183077499064025
ов,1.28790715087982
ог,1.0857356795207787
од,0.7038562336203669
ое,0.05241482590789966
ож,0.2995132909022838
оз,0.35941594908274055
ой,0.037439161362785474
ок,0.24709846499438412
ол,0.8086858854361662
ом,1.0033695245226506
он,0.35192811681018343
оо,0.007487832272557094
оп,0.23212280044926994
ор,0.6065144140771247
ос,0.44926993635342566
от,0.32946461999251214
оф,0.43429427180831154
ох,0.16473230999625607
оц,0.037439161362785474
оч,0.2695619618120554
ош,0.037439161362785474
ощ,0.08236615499812804
ою,0.2995132909022838
оя,0.037439161362785474
оє,0.05241482590789966
ої,0.20965930363159865
па,0.16473230999625607
пе,0.4567577686259827
пи,0.1497566454511419
пк,0.007487832272557094
пл,0.1422688131785848
по,1.4601272931486335
пр,0.8835642081617372
пс,0.007487832272557094
пт,0.014975664545114188
пу,0.04492699363534257
пц,0.014975664545114188
пі,0.2995132909022838
ра,0.7637588918008237
рб,0.04492699363534257
рв,0.022463496817671284
рг,0.2545862972669412
рд,0.007487832272557094
ре,0.5316360913515538
рж,0.007487832272557094
ри,0.9060277049794084
рк,0.037439161362785474
рл,0.029951329090228376
рм,0.014975664545114188
рн,0.1347809809060277
ро,1.3028828154249346
рс,0.06739049045301385
рт,0.18719580681392736
ру,0.22463496817671283
рх,0.029951329090228376
рц,0.014975664545114188
рш,0.014975664545114188
рю,0.014975664545114188
ря,0.1422688131785848
рі,0.5316360913515538
са,0.18719580681392736
св,0.23212280044926994
се,0.23212280044926994
си,0.22463496817671283
ск,0.06739049045301385
сл,0.23212280044926994
см,0.05241482590789966
сн,0.1347809809060277
со,0.11231748408835641
сп,0.21714713590415577
ст,2.134032197678772
су,0.15724447772369898
сх,0.029951329090228376
сц,0.05990265818045675
сь,0.18719580681392736
ся,0.8386372145263946
сі,0.1422688131785848
та,1.2579558217895919
тв,0.24709846499438412
те,0.32946461999251214
ти,1.0183451890677648
тк,0.04492699363534257
тл,0.029951329090228376
тн,0.09734181954324223
то,1.2579558217895919
тр,0.32946461999251214
тс,0.007487832272557094
тт,0.10482965181579933
ту,0.33695245226506926
тх,0.05241482590789966
ть,1.2280044926993634
тю,0.037439161362785474
тя,0.1422688131785848
тє,0.007487832272557094
ті,0.3669037813552976
уа,0.007487832272557094
уб,0.014975664545114188
ув,0.24709846499438412
уг,0.022463496817671284
уд,0.15724447772369898
уе,0.007487832272557094
уж,0.09734181954324223
уз,0.007487832272557094
ук,0.1198053163609135
ул,0.23212280044926994
ум,0.08985398727068514
ун,0.07487832272557095
уп,0.10482965181579933
ур,0.08985398727068514
ус,0.8835642081617372
ут,0.16473230999625607
ух,0.1497566454511419
уч,0.029951329090228376
уш,0.05990265818045675
ую,0.05241482590789966
ує,0.31448895544739797
фа,0.64395357543991
фе,0.4193186072631973
фл,0.007487832272557094
фо,0.007487832272557094
фі,0.4867090977162112
ха,0.19468363908648445
хв,0.029951329090228376
хе,0.05990265818045675
хи,0.037439161362785474
хл,0.007487832272557094
хм,0.05241482590789966
хн,0.07487832272557095
хо,0.2695619618120554
хр,0.007487832272557094
хт,0.022463496817671284
ху,0.029951329090228376
хі,0.029951329090228376
ца,0.05241482590789966
цв,0.007487832272557094
це,0.16473230999625607
ци,0.014975664545114188
цн,0.007487832272557094
цо,0.007487832272557094
цт,0.04492699363534257
ць,0.08985398727068514
цю,0.029951329090228376
ця,0.1272931486334706
ці,0.1347809809060277
ча,0.41183077499064025
чв,0.007487832272557094
че,0.239610632721827
чи,0.4193186072631973
чк,0.029951329090228376
чл,0.007487832272557094
чн,0.08985398727068514
чо,0.35941594908274055
чу,0.08236615499812804
чі,0.09734181954324223
ша,0.08985398727068514
шв,0.007487832272557094
ше,0.08985398727068514
ши,0.17222014226881316
шк,0.014975664545114188
шл,0.007487832272557094
шм,0.007487832272557094
шн,0.014975664545114188
шо,0.04492699363534257
шт,0.007487832272557094
шу,0.05990265818045675
ші,0.029951329090228376
ща,0.08236615499812804
ще,0.037439161362785474
щи,0.007487832272557094
що,0.4193186072631973
щі,0.029951329090228376
ьб,0.014975664545114188
ьг,0.007487832272557094
ьк,0.23212280044926994
ьм,0.022463496817671284
ьн,0.08236615499812804
ьо,0.1422688131785848
ьп,0.014975664545114188
ьс,0.5765630849868963
ьт,0.014975664545114188
ьф,0.007487832272557094
ьц,0.007487832272557094
ьш,0.037439161362785474
ьщ,0.007487832272557094
юб,0.007487832272557094
юв,0.014975664545114188
юд,0.09734181954324223
юз,0.007487832272557094
юм,0.007487832272557094
юн,0.007487832272557094
ют,0.30700112317484085
юч,0.08236615499812804
юю,0.05990265818045675
ює,0.05990265818045675
яв,0.16473230999625607
яг,0.07487832272557095
яд,0.05990265818045675
яж,0.014975664545114188
яз,0.05990265818045675
як,0.38187944590041184
ял,0.029951329090228376
ям,0.08985398727068514
ян,0.05990265818045675
яс,0.014975664545114188
ят,0.19468363908648445
ях,0.007487832272557094
яч,0.014975664545114188
ящ,0.007487832272557094
яю,0.05990265818045675
яє,0.10482965181579933
єв,0.022463496817671284
єд,0.014975664545114188
єл,0.08236615499812804
єм,0.029951329090228376
єн,0.007487832272557094
єт,0.3893672781729689
єї,0.007487832272557094
іа,0.022463496817671284
іб,0.029951329090228376
ів,0.5166604268064395
іг,0.029951329090228376
ід,0.786222388618495
іе,0.007487832272557094
іж,0.05241482590789966
із,0.08985398727068514
ій,0.1198053163609135
ік,0.43429427180831154
іл,0.22463496817671283
ім,0.17970797454137027
ін,0.5316360913515538
іо,0.007487832272557094
іп,0.022463496817671284
ір,0.15724447772369898
іс,0.786222388618495
іт,0.17222014226881316
іф,0.014975664545114188
іх,0.029951329090228376
іц,0.029951329090228376
іч,0.17970797454137027
іш,0.08236615499812804
іщ,0.014975664545114188
ію,0.06739049045301385
ія,0.037439161362785474
іє,0.029951329090228376
ії,0.05990265818045675
їв,0.007487832272557094
їз,0.007487832272557094
їй,0.029951329090228376
їл,0.022463496817671284
їм,0.007487832272557094
їн,0.029951329090228376
їт,0.007487832272557094
їх,0.09734181954324223
її,0.17222014226881316
ґр,0.007487832272557094
